Series Code,Topic,Indicator Name
UIS.NAR.2.F,Education Equality,"UIS: Net attendance rate, lower secondary, female (%)"
UIS.NAR.2.GPI,Education Equality,"UIS: Net attendance rate, lower secondary, gender parity index (GPI)"
UIS.NAR.2.M,Education Equality,"UIS: Net attendance rate, lower secondary, male (%)"
UIS.NAR.2.Q1,Education Equality,"UIS: Net attendance rate, lower secondary, poorest quintile, both sexes (%)"
UIS.NAR.2.Q1.F,Education Equality,"UIS: Net attendance rate, lower secondary, poorest quintile, female (%)"
UIS.NAR.2.Q1.GPI,Education Equality,"UIS: Net attendance rate, lower secondary, poorest quintile, gender parity index (GPI)"
UIS.NAR.2.Q1.M,Education Equality,"UIS: Net attendance rate, lower secondary, poorest quintile, male (%)"
UIS.NAR.2.Q2,Education Equality,"UIS: Net attendance rate, lower secondary, second quintile, both sexes (%)"
UIS.NAR.2.Q2.F,Education Equality,"UIS: Net attendance rate, lower secondary, second quintile, female (%)"
UIS.NAR.2.Q2.GPI,Education Equality,"UIS: Net attendance rate, lower secondary, second quintile, gender parity index (GPI)"
UIS.NAR.2.Q2.M,Education Equality,"UIS: Net attendance rate, lower secondary, second quintile, male (%)"
UIS.NAR.2.Q3,Education Equality,"UIS: Net attendance rate, lower secondary, middle quintile, both sexes (%)"
UIS.NAR.2.Q3.F,Education Equality,"UIS: Net attendance rate, lower secondary, middle quintile, female (%)"
UIS.NAR.2.Q3.GPI,Education Equality,"UIS: Net attendance rate, lower secondary, middle quintile, gender parity index (GPI)"
UIS.NAR.2.Q3.M,Education Equality,"UIS: Net attendance rate, lower secondary, middle quintile, male (%)"
UIS.NAR.2.Q4,Education Equality,"UIS: Net attendance rate, lower secondary, fourth quintile, both sexes (%)"
UIS.NAR.2.Q4.F,Education Equality,"UIS: Net attendance rate, lower secondary, fourth quintile, female (%)"
UIS.NAR.2.Q4.GPI,Education Equality,"UIS: Net attendance rate, lower secondary, fourth quintile, gender parity index (GPI)"
UIS.NAR.2.Q4.M,Education Equality,"UIS: Net attendance rate, lower secondary, fourth quintile, male (%)"
UIS.NAR.2.Q5,Education Equality,"UIS: Net attendance rate, lower secondary, richest quintile, both sexes (%)"
UIS.NAR.2.Q5.F,Education Equality,"UIS: Net attendance rate, lower secondary, richest quintile, female (%)"
UIS.NAR.2.Q5.GPI,Education Equality,"UIS: Net attendance rate, lower secondary, richest quintile, gender parity index (GPI)"
UIS.NAR.2.Q5.M,Education Equality,"UIS: Net attendance rate, lower secondary, richest quintile, male (%)"
UIS.NAR.2.RUR,Education Equality,"UIS: Net attendance rate, lower secondary, rural, both sexes (%)"
UIS.NAR.2.RUR.F,Education Equality,"UIS: Net attendance rate, lower secondary, rural, female (%)"
UIS.NAR.2.RUR.GPI,Education Equality,"UIS: Net attendance rate, lower secondary, rural, gender parity index (GPI)"
UIS.NAR.2.RUR.M,Education Equality,"UIS: Net attendance rate, lower secondary, rural, male (%)"
UIS.NAR.2.URB,Education Equality,"UIS: Net attendance rate, lower secondary, urban, both sexes (%)"
UIS.NAR.2.URB.F,Education Equality,"UIS: Net attendance rate, lower secondary, urban, female (%)"
UIS.NAR.2.URB.GPI,Education Equality,"UIS: Net attendance rate, lower secondary, urban, gender parity index (GPI)"
UIS.NAR.2.URB.M,Education Equality,"UIS: Net attendance rate, lower secondary, urban, male (%)"
UIS.NARA.1,Education Equality,"UIS: Adjusted net attendance rate, primary, both sexes (%)"
UIS.NARA.1.F,Education Equality,"UIS: Adjusted net attendance rate, primary, female (%)"
UIS.NARA.1.GPI,Education Equality,"UIS: Adjusted net attendance rate, primary, gender parity index (GPI)"
UIS.NARA.1.M,Education Equality,"UIS: Adjusted net attendance rate, primary, male (%)"
UIS.NARA.1.Q1,Education Equality,"UIS: Adjusted net attendance rate, primary, poorest quintile, both sexes (%)"
UIS.NARA.1.Q1.F,Education Equality,"UIS: Adjusted net attendance rate, primary, poorest quintile, female (%)"
UIS.NARA.1.Q1.GPI,Education Equality,"UIS: Adjusted net attendance rate, primary, poorest quintile, gender parity index (GPI)"
UIS.NARA.1.Q1.M,Education Equality,"UIS: Adjusted net attendance rate, primary, poorest quintile, male (%)"
UIS.NARA.1.Q2,Education Equality,"UIS: Adjusted net attendance rate, primary, second quintile, both sexes (%)"
UIS.NARA.1.Q2.F,Education Equality,"UIS: Adjusted net attendance rate, primary, second quintile, female (%)"
UIS.NARA.1.Q2.GPI,Education Equality,"UIS: Adjusted net attendance rate, primary, second quintile, gender parity index (GPI)"
UIS.NARA.1.Q2.M,Education Equality,"UIS: Adjusted net attendance rate, primary, second quintile, male (%)"
UIS.NARA.1.Q3,Education Equality,"UIS: Adjusted net attendance rate, primary, middle quintile, both sexes (%)"
UIS.NARA.1.Q3.F,Education Equality,"UIS: Adjusted net attendance rate, primary, middle quintile, female (%)"
UIS.NARA.1.Q3.GPI,Education Equality,"UIS: Adjusted net attendance rate, primary, middle quintile, gender parity index (GPI)"
UIS.NARA.1.Q3.M,Education Equality,"UIS: Adjusted net attendance rate, primary, middle quintile, male (%)"
UIS.NARA.1.Q4,Education Equality,"UIS: Adjusted net attendance rate, primary, fourth quintile, both sexes (%)"
UIS.NARA.1.Q4.F,Education Equality,"UIS: Adjusted net attendance rate, primary, fourth quintile, female (%)"
UIS.NARA.1.Q4.GPI,Education Equality,"UIS: Adjusted net attendance rate, primary, fourth quintile, gender parity index (GPI)"
UIS.NARA.1.Q4.M,Education Equality,"UIS: Adjusted net attendance rate, primary, fourth quintile, male (%)"
UIS.NARA.1.Q5,Education Equality,"UIS: Adjusted net attendance rate, primary, richest quintile, both sexes (%)"
UIS.NARA.1.Q5.F,Education Equality,"UIS: Adjusted net attendance rate, primary, richest quintile, female (%)"
UIS.NARA.1.Q5.GPI,Education Equality,"UIS: Adjusted net attendance rate, primary, richest quintile, gender parity index (GPI)"
UIS.NARA.1.Q5.M,Education Equality,"UIS: Adjusted net attendance rate, primary, richest quintile, male (%)"
UIS.NARA.1.RUR,Education Equality,"UIS: Adjusted net attendance rate, primary, rural, both sexes (%)"
UIS.NARA.1.RUR.F,Education Equality,"UIS: Adjusted net attendance rate, primary, rural, female (%)"
UIS.NARA.1.RUR.GPI,Education Equality,"UIS: Adjusted net attendance rate, primary, rural, gender parity index (GPI)"
UIS.NARA.1.RUR.M,Education Equality,"UIS: Adjusted net attendance rate, primary, rural, male (%)"
UIS.NARA.1.URB,Education Equality,"UIS: Adjusted net attendance rate, primary, urban, both sexes (%)"
UIS.NARA.1.URB.F,Education Equality,"UIS: Adjusted net attendance rate, primary, urban, female (%)"
UIS.NARA.1.URB.GPI,Education Equality,"UIS: Adjusted net attendance rate, primary, urban, gender parity index (GPI)"
UIS.NARA.1.URB.M,Education Equality,"UIS: Adjusted net attendance rate, primary, urban, male (%)"
UIS.NART.2,Education Equality,"UIS: Total net attendance rate, lower secondary, both sexes (%)"
UIS.NART.2.F,Education Equality,"UIS: Total net attendance rate, lower secondary, female (%)"
UIS.NART.2.GPI,Education Equality,"UIS: Total net attendance rate, lower secondary, gender parity index (GPI)"
UIS.NART.2.M,Education Equality,"UIS: Total net attendance rate, lower secondary, male (%)"
UIS.NART.2.Q1,Education Equality,"UIS: Total net attendance rate, lower secondary, poorest quintile, both sexes (%)"
UIS.NART.2.Q1.F,Education Equality,"UIS: Total net attendance rate, lower secondary, poorest quintile, female (%)"
UIS.NART.2.Q1.GPI,Education Equality,"UIS: Total net attendance rate, lower secondary, poorest quintile, gender parity index (GPI)"
UIS.NART.2.Q1.M,Education Equality,"UIS: Total net attendance rate, lower secondary, poorest quintile, male (%)"
UIS.NART.2.Q2,Education Equality,"UIS: Total net attendance rate, lower secondary, second quintile, both sexes (%)"
UIS.NART.2.Q2.F,Education Equality,"UIS: Total net attendance rate, lower secondary, second quintile, female (%)"
UIS.NART.2.Q2.GPI,Education Equality,"UIS: Total net attendance rate, lower secondary, second quintile, gender parity index (GPI)"
UIS.NART.2.Q2.M,Education Equality,"UIS: Total net attendance rate, lower secondary, second quintile, male (%)"
UIS.NART.2.Q3,Education Equality,"UIS: Total net attendance rate, lower secondary, middle quintile, both sexes (%)"
UIS.NART.2.Q3.F,Education Equality,"UIS: Total net attendance rate, lower secondary, middle quintile, female (%)"
UIS.NART.2.Q3.GPI,Education Equality,"UIS: Total net attendance rate, lower secondary, middle quintile, gender parity index (GPI)"
UIS.NART.2.Q3.M,Education Equality,"UIS: Total net attendance rate, lower secondary, middle quintile, male (%)"
UIS.NART.2.Q4,Education Equality,"UIS: Total net attendance rate, lower secondary, fourth quintile, both sexes (%)"
UIS.NART.2.Q4.F,Education Equality,"UIS: Total net attendance rate, lower secondary, fourth quintile, female (%)"
UIS.NART.2.Q4.GPI,Education Equality,"UIS: Total net attendance rate, lower secondary, fourth quintile, gender parity index (GPI)"
UIS.NART.2.Q4.M,Education Equality,"UIS: Total net attendance rate, lower secondary, fourth quintile, male (%)"
UIS.NART.2.Q5,Education Equality,"UIS: Total net attendance rate, lower secondary, richest quintile, both sexes (%)"
UIS.NART.2.Q5.F,Education Equality,"UIS: Total net attendance rate, lower secondary, richest quintile, female (%)"
UIS.NART.2.Q5.GPI,Education Equality,"UIS: Total net attendance rate, lower secondary, richest quintile, gender parity index (GPI)"
UIS.NART.2.Q5.M,Education Equality,"UIS: Total net attendance rate, lower secondary, richest quintile, male (%)"
UIS.NART.2.RUR,Education Equality,"UIS: Total net attendance rate, lower secondary, rural, both sexes (%)"
UIS.NART.2.RUR.F,Education Equality,"UIS: Total net attendance rate, lower secondary, rural, female (%)"
UIS.NART.2.RUR.GPI,Education Equality,"UIS: Total net attendance rate, lower secondary, rural, gender parity index (GPI)"
UIS.NART.2.RUR.M,Education Equality,"UIS: Total net attendance rate, lower secondary, rural, male (%)"
UIS.NART.2.URB,Education Equality,"UIS: Total net attendance rate, lower secondary, urban, both sexes (%)"
UIS.NART.2.URB.F,Education Equality,"UIS: Total net attendance rate, lower secondary, urban, female (%)"
UIS.NART.2.URB.GPI,Education Equality,"UIS: Total net attendance rate, lower secondary, urban, gender parity index (GPI)"
UIS.NART.2.URB.M,Education Equality,"UIS: Total net attendance rate, lower secondary, urban, male (%)"
UIS.NE.1.ECD,Primary,"New entrants to Grade 1 of primary education with early childhood education experience , both sexes (number)"
UIS.NE.1.ECD.F,Primary,"New entrants to Grade 1 of primary education with early childhood education experience, female (number)"
UIS.NE.1.G1,Primary,"New entrants to Grade 1 of primary education, both sexes (number)"
UIS.NE.1.G1.F,Primary,"New entrants to Grade 1 of primary education, female (number)"
UIS.NER.0.GPI,Pre-Primary,"Net enrolment rate, pre-primary, gender parity index (GPI)"
UIS.NER.1.GPI,Primary,"Net enrolment rate, primary, gender parity index (GPI)"
UIS.NER.2,Secondary,"Net enrolment rate, lower secondary, both sexes (%)"
UIS.NER.2.F,Secondary,"Net enrolment rate, lower secondary, female (%)"
UIS.NER.2.M,Secondary,"Net enrolment rate, lower secondary, male (%)"
UIS.NER.23.GPI,Secondary,"Net enrolment rate, secondary, gender parity index (GPI)"
UIS.NER.3,Secondary,"Net enrolment rate, upper secondary, both sexes (%)"
UIS.NER.3.F,Secondary,"Net enrolment rate, upper secondary, female (%)"
UIS.NER.3.M,Secondary,"Net enrolment rate, upper secondary, male (%)"
UIS.NERA.1.GPI,Primary,"Adjusted net enrolment rate, primary, gender parity index (GPI)"
UIS.NERA.2,Secondary,"Adjusted net enrolment rate, lower secondary, both sexes (%)"
UIS.NERA.2.F,Secondary,"Adjusted net enrolment rate, lower secondary, female (%)"
UIS.NERA.2.GPI,Secondary,"Adjusted net enrolment rate, lower secondary, gender parity index (GPI)"
UIS.NERA.2.M,Secondary,"Adjusted net enrolment rate, lower secondary, male (%)"
UIS.NERA.3,Secondary,"Adjusted net enrolment rate, upper secondary, both sexes (%)"
UIS.NERA.3.F,Secondary,"Adjusted net enrolment rate, upper secondary, female (%)"
UIS.NERA.3.GPI,Secondary,"Adjusted net enrolment rate, upper secondary, gender parity index (GPI)"
UIS.NERA.3.M,Secondary,"Adjusted net enrolment rate, upper secondary, male (%)"
UIS.NERT.1,Primary,"Total net enrolment rate, primary, both sexes (%)"
UIS.NERT.1.F,Primary,"Total net enrolment rate, primary, female (%)"
UIS.NERT.1.GPI,Primary,"Total net enrolment rate, primary, gender parity index (GPI)"
UIS.NERT.1.M,Primary,"Total net enrolment rate, primary, male (%)"
UIS.NERT.2,Secondary,"Total net enrolment rate, lower secondary, both sexes (%)"
UIS.NERT.2.F,Secondary,"Total net enrolment rate, lower secondary, female (%)"
UIS.NERT.2.GPI,Secondary,"Total net enrolment rate, lower secondary, gender parity index (GPI)"
UIS.NERT.2.M,Secondary,"Total net enrolment rate, lower secondary, male (%)"
UIS.NIR.1.AgM1,Primary,"Net intake rate to Grade 1 of primary education by under-age entrants (-1 year), both sexes (%)"
UIS.NIR.1.AgM1.F,Primary,"Net intake rate to Grade 1 of primary education by under-age entrants (-1 year), female (%)"
UIS.NIR.1.AGM1.GPI,Primary,"Net intake rate to Grade 1 of primary education by under-age entrants (-1 year), gender parity index (GPI)"
UIS.NIR.1.AgM1.M,Primary,"Net intake rate to Grade 1 of primary education by under-age entrants (-1 year), male (%)"
UIS.NIR.1.AgP1,Primary,"Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), both sexes (%)"
UIS.NIR.1.AgP1.F,Primary,"Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), female (%)"
UIS.NIR.1.AGP1.GPI,Primary,"Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), gender parity index (GPI)"
UIS.NIR.1.AgP1.M,Primary,"Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), male (%)"
UIS.NIR.1.GPI,Primary,"Net intake rate to Grade 1 of primary education, gender parity index (GPI)"
UIS.NIRA.1,Primary,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)"
UIS.NIRA.1.F,Primary,"Adjusted net intake rate to Grade 1 of primary education, female (%)"
UIS.NIRA.1.GPI,Primary,"Adjusted net intake rate to Grade 1 of primary education, gender parity index (GPI)"
UIS.NIRA.1.M,Primary,"Adjusted net intake rate to Grade 1 of primary education, male (%)"
UIS.OAEP.1,Primary,"Percentage of students enrolled in primary education who are over-age, both sexes (%)"
UIS.OAEP.1.F,Primary,"Percentage of female students enrolled in primary education who are over-age, female (%)"
UIS.OAEP.1.M,Primary,"Percentage of male students enrolled in primary education who are over-age, male (%)"
UIS.OAPP.1,Primary,"Over-age enrolment ratio in primary education, both sexes (%)"
UIS.OAPP.1.F,Primary,"Over-age enrolment ratio in primary education, female (%)"
UIS.OAPP.1.M,Primary,"Over-age enrolment ratio in primary education, male (%)"
UIS.OE.56.40510 ,Tertiary,"Total outbound internationally mobile tertiary students studying abroad, all countries, both sexes (number)"
UIS.OFSPPT.1,Primary,"Out-of-school children of primary school age in pre-primary education, both sexes (number)"
UIS.OFSPPT.1.F,Primary,"Out-of-school children of primary school age in pre-primary education, female (number)"
UIS.OFSPPT.1.M,Primary,"Out-of-school children of primary school age in pre-primary education, male (number)"
UIS.OFST.2,Secondary,"Out-of-school adolescents of lower secondary school age, both sexes (number)"
UIS.OFST.2.F,Secondary,"Out-of-school adolescents of lower secondary school age, female (number)"
UIS.OFST.2.M,Secondary,"Out-of-school adolescents of lower secondary school age, male (number)"
UIS.OFST.3.CP,Secondary,"Out-of-school youth of upper secondary school age, both sexes (number)"
UIS.OFST.3.F.CP,Secondary,"Out-of-school youth of upper secondary school age, female (number)"
UIS.OFST.3.M.CP,Secondary,"Out-of-school youth of upper secondary school age, male (number)"
UIS.OMR.56,Tertiary,"Outbound mobility ratio, all regions, both sexes (%)"
UIS.PRP.0,Early Childhood Education,Percentage of enrolment in early childhood education programmes in private institutions (%)
UIS.PRP.01,Early Childhood Education,Percentage of enrolment in early childhood educational development programmes in private institutions (%)
UIS.PRP.2,Secondary,Percentage of enrolment in lower secondary education in private institutions (%)
UIS.PRP.3,Secondary,Percentage of enrolment in upper secondary education in private institutions (%)
UIS.PRP.4,Post-Secondary/Non-Tertiary,Percentage of enrolment in post-secondary non-tertiary education in private institutions (%)
UIS.PTRHC.02.QUALIFIED,Teachers,Pupil/qualified teacher ratio in pre-primary education (headcount basis)
UIS.PTRHC.02.TRAINED,Teachers,Pupil/trained teacher ratio in pre-primary education (headcount basis)
UIS.PTRHC.1.QUALIFIED,Teachers,Pupil/qualified teacher ratio in primary education (headcount basis)
UIS.PTRHC.1.TRAINED,Teachers,Pupil/trained teacher ratio in primary education (headcount basis)
UIS.PTRHC.2,Teachers,Pupil-teacher ratio in lower secondary education (headcount basis)
UIS.PTRHC.2.QUALIFIED,Teachers,Pupil/qualified teacher ratio in lower secondary (headcount basis)
UIS.PTRHC.2.TRAINED,Teachers,Pupil/trained teacher ratio in lower secondary education (headcount basis)
UIS.PTRHC.2T3.QUALIFIED,Teachers,Pupil/qualified teacher ratio in secondary (headcount basis)
UIS.PTRHC.2T3.TRAINED,Teachers,Pupil/trained teacher ratio in secondary education (headcount basis)
UIS.PTRHC.3,Teachers,Pupil-teacher ratio in upper secondary education (headcount basis)
UIS.PTRHC.3.QUALIFIED,Teachers,Pupil/qualified teacher ratio in upper secondary (headcount basis)
UIS.PTRHC.3.TRAINED,Teachers,Pupil/trained teacher ratio in upper secondary education (headcount basis)
UIS.PTRHC.56,Teachers,Pupil-teacher ratio in tertiary education (headcount basis)
UIS.QUTP.02,Teachers,"Percentage of teachers in pre-primary education who are qualified, both sexes (%)"
UIS.QUTP.1,Teachers,"Percentage of teachers in primary education who are qualified, both sexes (%)"
UIS.QUTP.2,Teachers,"Percentage of teachers in lower secondary education who are qualified, both sexes (%)"
UIS.QUTP.2T3,Teachers,"Percentage of teachers in secondary education who are qualified, both sexes (%)"
UIS.QUTP.3,Teachers,"Percentage of teachers in upper secondary education who are qualified, both sexes (%)"
UIS.R.1,Primary,"Repeaters in primary education, all grades, both sexes (number)"
UIS.R.1.F,Primary,"Repeaters in primary education, all grades, female (number)"
UIS.R.1.G1,Primary,"Repeaters in Grade 1 of primary education, both sexes (number)"
UIS.R.1.G1.F,Primary,"Repeaters in Grade 1 of primary education, female (number)"
UIS.R.1.G2,Primary,"Repeaters in Grade 2 of primary education, both sexes (number)"
UIS.R.1.G2.F,Primary,"Repeaters in Grade 2 of primary education, female (number)"
UIS.R.1.G3,Primary,"Repeaters in Grade 3 of primary education, both sexes (number)"
UIS.R.1.G3.F,Primary,"Repeaters in Grade 3 of primary education, female (number)"
UIS.R.1.G4,Primary,"Repeaters in Grade 4 of primary education, both sexes (number)"
UIS.R.1.G4.F,Primary,"Repeaters in Grade 4 of primary education, female (number)"
UIS.R.1.G5,Primary,"Repeaters in Grade 5 of primary education, both sexes (number)"
UIS.R.1.G5.F,Primary,"Repeaters in Grade 5 of primary education, female (number)"
UIS.R.1.G6,Primary,"Repeaters in Grade 6 of primary education, both sexes (number)"
UIS.R.1.G6.F,Primary,"Repeaters in Grade 6 of primary education, female (number)"
UIS.R.1.G7,Primary,"Repeaters in Grade 7 of primary education, both sexes (number)"
UIS.R.1.G7.F,Primary,"Repeaters in Grade 7 of primary education, female (number)"
UIS.R.2.GPV,Secondary,"Repeaters in lower secondary general education, all grades, both sexes (number)"
UIS.R.2.GPV.F,Secondary,"Repeaters in lower secondary general education, all grades, female (number)"
UIS.R.2.GPV.G1,Secondary,"Repeaters in Grade 1 of lower secondary general education, both sexes (number)"
UIS.R.2.GPV.G1.F,Secondary,"Repeaters in Grade 1 of lower secondary general education, female (number)"
UIS.R.2.GPV.G2,Secondary,"Repeaters in Grade 2 of lower secondary general education, both sexes (number)"
UIS.R.2.GPV.G2.F,Secondary,"Repeaters in Grade 2 of lower secondary general education, female (number)"
UIS.R.2.GPV.G3,Secondary,"Repeaters in Grade 3 of lower secondary general education, both sexes (number)"
UIS.R.2.GPV.G3.F,Secondary,"Repeaters in Grade 3 of lower secondary general education, female (number)"
UIS.R.2.GPV.G4,Secondary,"Repeaters in Grade 4 of lower secondary general education, both sexes (number)"
UIS.R.2.GPV.G4.F,Secondary,"Repeaters in Grade 4 of lower secondary general education, female (number)"
UIS.R.2.GPV.G5,Secondary,"Repeaters in Grade 5 of lower secondary general education, both sexes (number)"
UIS.R.2.GPV.G5.F,Secondary,"Repeaters in Grade 5 of lower secondary general education, female (number)"
UIS.R.2.GPV.G6,Secondary,"Repeaters in Grade 6 of lower secondary general education, both sexes (number)"
UIS.R.2.GPV.G6.F,Secondary,"Repeaters in Grade 6 of lower secondary general education, female (number)"
UIS.REPP.1.G1,Primary,"Percentage of repeaters in Grade 1 of primary education, both sexes (%)"
UIS.REPP.1.G1.F,Primary,"Percentage of repeaters in Grade 1 of primary education, female (%)"
UIS.REPP.1.G1.M,Primary,"Percentage of repeaters in Grade 1 of primary education, male (%)"
UIS.REPP.1.G2,Primary,"Percentage of repeaters in Grade 2 of primary education, both sexes (%)"
UIS.REPP.1.G2.F,Primary,"Percentage of repeaters in Grade 2 of primary education, female (%)"
UIS.REPP.1.G2.M,Primary,"Percentage of repeaters in Grade 2 of primary education, male (%)"
UIS.REPP.1.G3,Primary,"Percentage of repeaters in Grade 3 of primary education, both sexes (%)"
UIS.REPP.1.G3.F,Primary,"Percentage of repeaters in Grade 3 of primary education, female (%)"
UIS.REPP.1.G3.M,Primary,"Percentage of repeaters in Grade 3 of primary education, male (%)"
UIS.REPP.1.G4,Primary,"Percentage of repeaters in Grade 4 of primary education, both sexes (%)"
UIS.REPP.1.G4.F,Primary,"Percentage of repeaters in Grade 4 of primary education, female (%)"
UIS.REPP.1.G4.M,Primary,"Percentage of repeaters in Grade 4 of primary education, male (%)"
UIS.REPP.1.G5,Primary,"Percentage of repeaters in Grade 5 of primary education, both sexes (%)"
UIS.REPP.1.G5.F,Primary,"Percentage of repeaters in Grade 5 of primary education, female (%)"
UIS.REPP.1.G5.M,Primary,"Percentage of repeaters in Grade 5 of primary education, male (%)"
UIS.REPP.1.G6,Primary,"Percentage of repeaters in Grade 6 of primary education, both sexes (%)"
UIS.REPP.1.G6.F,Primary,"Percentage of repeaters in Grade 6 of primary education, female (%)"
UIS.REPP.1.G6.M,Primary,"Percentage of repeaters in Grade 6 of primary education, male (%)"
UIS.REPP.1.G7,Primary,"Percentage of repeaters in Grade 7 of primary education, both sexes (%)"
UIS.REPP.1.G7.F,Primary,"Percentage of repeaters in Grade 7 of primary education, female (%)"
UIS.REPP.1.G7.M,Primary,"Percentage of repeaters in Grade 7 of primary education, male (%)"
UIS.REPP.1.GPI,Primary,"Percentage of repeaters in primary education, all grades, gender parity index (GPI)"
UIS.REPP.2.GPV,Secondary,"Percentage of repeaters in lower secondary general education, all grades, both sexes (%)"
UIS.REPP.2.GPV.F,Secondary,"Percentage of repeaters in lower secondary general education, all grades, female (%)"
UIS.REPP.2.GPV.G1,Secondary,"Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)"
UIS.REPP.2.GPV.G1.F,Secondary,"Percentage of repeaters in Grade 1 of lower secondary general education, female (%)"
UIS.REPP.2.GPV.G1.M,Secondary,"Percentage of repeaters in Grade 1 of lower secondary general education, male (%)"
UIS.REPP.2.GPV.G2,Secondary,"Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)"
UIS.REPP.2.GPV.G2.F,Secondary,"Percentage of repeaters in Grade 2 of lower secondary general education, female (%)"
UIS.REPP.2.GPV.G2.M,Secondary,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)"
UIS.REPP.2.GPV.G3,Secondary,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)"
UIS.REPP.2.GPV.G3.F,Secondary,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)"
UIS.REPP.2.GPV.G3.M,Secondary,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)"
UIS.REPP.2.GPV.G4,Secondary,"Percentage of repeaters in Grade 4 of lower secondary general education, both sexes (%)"
UIS.REPP.2.GPV.G4.F,Secondary,"Percentage of repeaters in Grade 4 of lower secondary general education, female (%)"
UIS.REPP.2.GPV.G4.M,Secondary,"Percentage of repeaters in Grade 4 of lower secondary general education, male (%)"
UIS.REPP.2.GPV.G5,Secondary,"Percentage of repeaters in Grade 5 of lower secondary general education, both sexes (%)"
UIS.REPP.2.GPV.G5.F,Secondary,"Percentage of repeaters in Grade 5 of lower secondary general education, female (%)"
UIS.REPP.2.GPV.G5.M,Secondary,"Percentage of repeaters in Grade 5 of lower secondary general education, male (%)"
UIS.REPP.2.GPV.G6,Secondary,"Percentage of repeaters in Grade 6 of lower secondary general education, both sexes (%)"
UIS.REPP.2.GPV.G6.F,Secondary,"Percentage of repeaters in Grade 6 of lower secondary general education, female (%)"
UIS.REPP.2.GPV.G6.M,Secondary,"Percentage of repeaters in Grade 6 of lower secondary general education, male (%)"
UIS.REPP.2.GPV.GPI,Secondary,"Percentage of repeaters in lower secondary education, all grades, gender parity index (GPI)"
UIS.REPP.2.GPV.M,Secondary,"Percentage of repeaters in lower secondary general education, all grades, male (%)"
UIS.REPR.1,Primary,"Repetition rate in primary education (all grades), both sexes (%)"
UIS.REPR.1.F,Primary,"Repetition rate in primary education (all grades), female (%)"
UIS.REPR.1.G1,Primary,"Repetition rate in Grade 1 of primary education, both sexes (%)"
UIS.REPR.1.G1.F,Primary,"Repetition rate in Grade 1 of primary education, female (%)"
UIS.REPR.1.G1.M,Primary,"Repetition rate in Grade 1 of primary education, male (%)"
UIS.REPR.1.G2,Primary,"Repetition rate in Grade 2 of primary education, both sexes (%)"
UIS.REPR.1.G2.F,Primary,"Repetition rate in Grade 2 of primary education, female (%)"
UIS.REPR.1.G2.M,Primary,"Repetition rate in Grade 2 of primary education, male (%)"
UIS.REPR.1.G3,Primary,"Repetition rate in Grade 3 of primary education, both sexes (%)"
UIS.REPR.1.G3.F,Primary,"Repetition rate in Grade 3 of primary education, female (%)"
UIS.REPR.1.G3.M,Primary,"Repetition rate in Grade 3 of primary education, male (%)"
UIS.REPR.1.G4,Primary,"Repetition rate in Grade 4 of primary education, both sexes (%)"
UIS.REPR.1.G4.F,Primary,"Repetition rate in Grade 4 of primary education, female (%)"
UIS.REPR.1.G4.M,Primary,"Repetition rate in Grade 4 of primary education, male (%)"
UIS.REPR.1.G5,Primary,"Repetition rate in Grade 5 of primary education, both sexes (%)"
UIS.REPR.1.G5.F,Primary,"Repetition rate in Grade 5 of primary education, female (%)"
UIS.REPR.1.G5.M,Primary,"Repetition rate in Grade 5 of primary education, male (%)"
UIS.REPR.1.G6,Primary,"Repetition rate in Grade 6 of primary education, both sexes (%)"
UIS.REPR.1.G6.F,Primary,"Repetition rate in Grade 6 of primary education, female (%)"
UIS.REPR.1.G6.M,Primary,"Repetition rate in Grade 6 of primary education, male (%)"
UIS.REPR.1.G7,Primary,"Repetition rate in Grade 7 of primary education, both sexes (%)"
UIS.REPR.1.G7.F,Primary,"Repetition rate in Grade 7 of primary education, female (%)"
UIS.REPR.1.G7.M,Primary,"Repetition rate in Grade 7 of primary education, male (%)"
UIS.REPR.1.M,Primary,"Repetition rate in primary education (all grades), male (%)"
UIS.REPR.2.GPV,Secondary,"Repetition rate in lower secondary general education (all grades), both sexes (%)"
UIS.REPR.2.GPV.F,Secondary,"Repetition rate in lower secondary general education (all grades), female (%)"
UIS.REPR.2.GPV.G1,Secondary,"Repetition rate in Grade 1 of lower secondary general education, both sexes (%)"
UIS.REPR.2.GPV.G1.F,Secondary,"Repetition rate in Grade 1 of lower secondary general education, female (%)"
UIS.REPR.2.GPV.G1.M,Secondary,"Repetition rate in Grade 1 of lower secondary general education, male (%)"
UIS.REPR.2.GPV.G2,Secondary,"Repetition rate in Grade 2 of lower secondary general education, both sexes (%)"
